一些地方的人们掠夺性地滥挖草原上的甘草，虽获得了一定的经济利益，却破坏了草原植被，造成土地荒漠化，一遇大风，沙尘暴铺天盖地而至，给人们带来了巨大灾难。这些人的做法忽视了（）,单选,A,事物普遍联系的观点,事物永恒发展的观点,量变和质变统一的观点,必然性和偶然性统一的观点,0
区分新事物和旧事物的标志在于看它们（）,单选,B,是不是在新的历史条件下出现的,是不是符合事物发展规律，有强大的生命力,是不是具有新形式和新特点,是不是得到绝大多数人的承认,0
联系的客观性和普遍性原理的方法论意义在于（）,单选,A,要求我们用联系的观点看世界,它是认识事物本质的基础,它是科学分门别类的客观依据,它是正确区分不同事物的基础,0
矛盾问题的精髓是（）,单选,C,主要矛盾和次要矛盾的关系问题,矛盾的同一性和斗争性的关系问题,矛盾的普遍性和特殊性的关系问题,矛盾的主要方面和次要方面的关系问题,0
辩证法所要回答的是（）,单选,C,世界的本原是什么的问题,世界的本质是什么的问题,世界的状况是怎么样的问题,世界是否可知的问题,0
唯物辩证法的总特征是（）,单选,C,唯物辩证法的范畴体系,矛盾的对立面又统一又斗争的观点,普遍联系和永恒发展的观点,运动和静止辩证统一的观点,0
唯物辩证法的实质和核心是（）,单选,B,质量互变规律,对立统一规律,否定之否定规律,联系和发展的规律,0
"古人说："白马非马"，这种说法的错误在于它割裂了（）",单选,B,矛盾的斗争性和同一性的关系,矛盾的普遍性和特殊性的关系,主要矛盾和次要矛盾的关系,矛盾的主要方面和次要方面的关系,0
"世纪50年代，北大荒一片荒凉。由于人口剧增，生产力水平低下，吃饭问题成为中国面临的首要问题，于是人们不得不靠扩大耕地面积增加粮食产量，经过半个世纪的开垦，北大荒成了全国闻名的"北大仓"。然而由于过度开垦已经造成了许多生态问题。现在，黑龙江垦区全面停止开荒，退耕还"荒"。这说明（）",单选,C,人与自然的和谐最终以恢复原始生态为归宿,"人们改造自然的一切行为都会遭到"自然界的报复",人们应合理地调节人与自然之间的物质变换,人在自然界面前总是处于被支配的地位,0
"世界不是既成事物的集合体，而是过程的集合体。"这句话是一种（）",单选,A,唯物辩证法的观点,唯心主义的观点,形而上学的观点,相对主义的观点,0
面对消极腐败的东西，我们一定要提高警惕，做到见微知著，防微杜渐。因为（）,单选,A,量变积累到一定程度就会引起质变,原因必然引起结果,外因通过内因而起作用,矛盾双方在一定条件下相互转化,0
否认意识形式的主观性，把意识看成是人脑的分泌物，这是（）,单选,D,机械唯物主义的观点,唯心主义的观点,辩证唯物主义的观点,庸俗唯物主义的观点,0
一切哲学都是（）,单选,B,"包罗万象的"科学之科学",关于世界观和方法论的学说,科学的世界观和方法论,关于自然、社会、思维发展的普遍规律的科学,0
"我国汉朝的董仲舒说："古之天下，亦今之天下；今之天下，亦古之天下。"这是（）",单选,D,唯物论的观点,唯心论的观点,辩证法的观点,形而上学的观点,0
主要矛盾和非主要矛盾，矛盾的主要方面和非主要方面辩证关系原理要求我们（）,单选,C,坚持均衡论和重点论的统一,坚持均衡论和一点论的统一,坚持两点论和重点论的统一,坚持两点论和一点论的统一,0
"金无足赤， 人无完人"，这句俗语表达的哲学思想是（）",单选,D,混淆是非界限的相对主义观点,混淆肯定和否定的区别的形而上学观点,割裂肯定和否定的辩证关系的形而上学观点,承认肯定和否定的对立统一关系的辩证法关系,0
设想没有运动的物质的观点是（）,单选,A,形而上学唯物主义,朴素唯物主义,主观唯心主义,客观唯心主义,0
"认为原子是构成物质世界一切事物的最小单位，是堆砌宇宙大厦的"宇宙之砖"。这是一种（）",单选,D,朴素唯物主义的物质观,庸俗唯物主义的物质观,辩证唯物主义的物质观,形而上学唯物主义的物质观,0
形而上学唯物主义物质观的错误是（）,单选,C,否认物质的客观性,否认物质的可知性,把自然科学的物质结构理论与哲学的物质范畴相混淆,把可直接感知的实物当作世界的本原,0
下列各项正确反映物质和运动关系的是（）,单选,D,运动是内容，物质是其形式,运动是现象，物质是其本质,运动是暂时的，物质是永恒的,运动是物质的固有属性，物质是运动的主体,0
"《诗经》上说："高岸为谷，深谷为陵"。就是说，高的堤岸可以变为深谷，深谷也可以变成丘陵。这是一种（）",单选,A,朴素辩证法观点,客观唯心主义观点,形而上学观点,相对主义观点,0
在唯物辩证法的科学体系中，否定之否定规律揭示了（）,单选,C,事物发展的动力和源泉,事物发展的状态和形式,事物发展的趋势和道路,事物发展的顺序和形式,0
"在实际工作中，要注意掌握分寸，防止"过"或"不及"，这在哲学上属于（）",单选,D,抓事物的主要矛盾,确定事物的质,认识事物的量,把握事物的度,0
下列选项中，属于因果联系的是（）,单选,C,风来雨至,冬去春来,摩擦生热,电闪雷鸣,0
马克思主义实践观是从（）,单选,D,主观性中把握人的活动的,客观性中把握人的活动的,生物性中把握人的活动的,主观与客观的关系中把握人的活动,0
"人类对自然界的全部"统治"力量在于（）",单选,C,人类能征服和改造自然界,人类必须依赖自然界，因为自然环境是人类社会存在和发展的前提,人类是否能正确认识和利用自然规律,人类能够保持生态平衡,0
马克思主义哲学关于物质范畴的正确理解是（）,单选,B,物质是各种实物的总和,物质范畴是从各种物的总和中抽象出来的,物质的唯一特性是它可以被感知,物质是自然界中具体的物质形态,0
辩证唯物主义所说的静止，是指运动的（）,单选,C,必要准备,外在表现,一种特殊状态,一种必然结果,0
相对静止是指（）,单选,C,事物绝对不动,事物永恒不变,事物运动的特殊状态,事物运动的普遍状态,0
"天不变，道亦不变"。这是一种（）",单选,D,主观唯心主义观点,朴素辩证法观点,相对主义观点,形而上学观点,0
有的哲学家认为，世界上的一切现象都是有原因的，因而一切都是必然的，偶然性是不存在的。这是一种（）,单选,C,庸俗唯物主义观点,唯心主义非决定论观点,形而上学的机械决定论观点,辩证唯物主义决定论观点,0
在唯物辩证法的科学体系中，揭示事物发展动力和源泉的规律是（）,单选,B,质量互变规律,对立统一规律,否定之否定规律,本质决定现象规律,0
在现实中还没有充分的根据，也不具有必要的条件，在目前不能实现的可能性，属于（）,单选,D,较差的可能性,微小的可能性,现实的可能性,抽象的可能性,0
"风定花犹落，鸟鸣山更幽"形象地表达了动和静的辩证关系是（）",单选,B,静不是动，动不是静,静中有动，动中有静,动是必然的，静是偶然的,动是静的原因，静是动的结果,0
"环境的改变和人的活动，只能被看作是并合理地理解为变革的实践。"这是（）",单选,B,一切唯物主义观点,辩证唯物主义观点,形而上学唯物主义观点,一切唯心主义观点,0
"毛泽东指示我们要"古为今用"洋为中用"，既不能厚古薄今，又不能崇洋媚外。毛泽东的思想是符合唯物辩证法的( C)",单选,C,事物的发展的方向是前进性和曲折性相统一原理 ,质量互变规律的原理,否定既是发展的环节，又是联系的环节的原理 ,发展的实质是新事物的产生和旧事物灭亡的原理,0
医学科学证明，如果人的大脑皮层受损，就会丧失思维能力，没有意识。这说明（）,单选,B,人脑是意识的源泉,人脑是意识的物质器官,人脑健康自然会有正确的意识,意识是对外界事物的正确反映,0
观念的东西对物质的东西的关系表现在（）,单选,A,观念是客观存在的主观映象,两者是根本对立的、互不相容的,观念是现实事物的创造主,两者是统一的，没有区别的,0
价值规律是通过商品交换中价格围绕价值上下波动表现出来的。这说明（）,单选,A,必然性通过偶然性为自己开辟道路,必然性可以转化为偶然性,事物的发展是由量变向质变转变的过程,事物发展是由可能性向现实性转化的过程,0
"科学家洛仑兹提出"蝴蝶效应"理论，他说:"可预言:一只蝴蝶在巴西振动翅膀会在得克萨斯州引起龙卷风"，这个说法（）",单选,A,说明一种事物和现象可以通过一系列中介环节和另一事物、现象发生联系,片面夸大了联系的普遍性',"把联系理解为主观随意的，否认联系的客观性",否认了联系的多样性,0
从动物心理发展为人类意识，起决定作用的是（）,单选,A,社会性劳动,直立行走,人脑的形成,语言的产生,0
下列选项中，强调外部条件在事物发展中起重要作用的是（）,单选,C,常在河边走，就是不湿鞋,威武不能屈，贫贱不能移,近朱者赤，近墨者黑,对症下药，量体裁衣,0
"一些封建迷信的东西以"科学预测学"的形式招摇过市。这属于（）",单选,D,内容决定形式的表现,形式对内容有反作用的表现,新内容采用旧形式的表现,旧内容采用新形式的表现,0
循环论的错误在于 （）,单选,C,夸大了事物发展的普遍性，否认了事物发展的特殊性,夸大了事物运动的绝对性，否认了事物的相对静止,夸大了事物发展的反复性，否认了事物发展的前进性趋势,夸大了新旧事物之间的连续性，否认了新旧事物之间的间断性,0
对物质和意识哪个是第一性问题的不同回答，形成了哲学上的两大基本派别。这两大基本派别是（）,单选,A,唯物主义和唯心主义,辩证法和形而上学,一元论和二元论,可知论和不可知论,0
对哲学基本问题第二个方面的不同回答是划分（）,单选,C,唯物主义和唯心主义的标准,反映论和先验论的标准,可知论和不可知论的标准,辩证法和形而上学的标准,0
矛盾的斗争性和同一性的关系是（）,单选,C,本原和派生的关系,主要和次要的关系,绝对和相对的关系,根据和条件的关系,0
主张没有物质的运动的观点是（）,单选,A,唯心论,不可知论,机械唯物论,朴素唯物论,0
马克思主义哲学的两个显著特点是（）,单选,D,科学性和阶级性,原则性和灵活性,实践性和阶级性,科学性和革命性,0
现实可能性是指（）,单选,A,现实中有充分根据和必要条件的可能性,现实中虽有一定根据，但根据尚未充分展开的可能性,目前尚未实现，将来可以实现的可能性,实现的可能性,0
马克思主义哲学实现了唯物主义自然观和唯物主义历史观的统一的关键是（）,单选,D,发现了阶级斗争在历史发展中的作用,肯定了人民群众在历史上的作用,探讨了人与自然的关系,把实践理解为对象性活动,0
"时间"不仅是人的生命的尺度，而且是人的发展的空间。"这种看法是（）",单选,B,唯心主义的观点,辩证唯物主义和历史唯物主义的观点,形而上学的观点,科学主义的观点,0
"当然，物质和意识的对立，也只是在非常有限的范围内才有绝对的意义。这里的"有限的范围"是指（）",单选,D,物质能否为意识所正确反映,物质和意识是否相互作用,意识能否反作用于物质,物质第一性和意识第二性,0
"中国古代哲学家李贽提出"是非无定质"，这种观点是（）",单选,D,唯物主义的,唯心主义的,形而上学的,相对主义的,0
"善泳者溺，善骑者堕，各以其好反自为祸。"古人这句话对我们的哲学启示是（）",单选,A,事物在一定的条件下是相互转化的,要透过事物的现象认识事物的本质,人可以得于长处，也可以失于长处,矛盾的主要方面决定事物的性质,0
"雪莱有一句脍炙人口的名言："冬天来了，春天还会远吗？"该名言体现了（）",单选,C,普遍联系的观点,质量互变规律,前进性和曲折性相统一的观点,对立统一规律,0
"凡事预则立，不预则废"这一古训的哲学方法论意义是指（）",单选,D,正确认识事物的因果联系是自觉活动的决定性条件,"正确认识事物的因果联系同"神学目的"论划清界限",正确认识事物的因果联系同唯心主义划清界限,正确认识事物的因果联系可以提高实践活动的预见性,0
"人事有代谢，往来成古今。"唐代诗人孟浩然的这句诗体现的哲理是（）",单选,D,历史是客观的合规律的过程,人类社会是客观的不以人的意志为转移的,事物之间的联系是普遍的,一切事物都是发展变化的,0
"清代赵冀有诗曰："李杜诗篇万口传，至今已觉不新鲜。江山代有才人出，各领风骚数百年。"这首诗启发我们（）",单选,A,要把世界上的事物如实地看成是一个变化发展的过程,世界上的事物和现象是瞬息万变，难以把握的,要弄清事物在其发展过程中所处阶段,事物发展过程中只有偶然没有必然,0
"和而不同，同则不和"，这种对和谐的看法表明（）",单选,C,和谐与矛盾是排斥的,和谐和矛盾是同一的,和谐包含着矛盾,有矛盾就没有和谐,0
"《孙子兵法》曰："投入亡地然后存，陷于死地而后生。"韩信据此背水一战，打败赵军；马谡据此屯兵山下，痛失街亭。同是根据《兵法》却造成不同的结果。这说明（）",单选,B,矛盾具有普遍性。两者没有共性,具体问题具体分析是解决矛盾的关键,《兵法》本身有正确和错误之分,矛盾双方是既对立又统一的,0
"杜甫诗曰："挽弓当挽强，用箭当用长，射人先射马，擒贼先擒王。"这首诗蕴含的哲理是（）",单选,D,看问题要分清主流和支流,承认矛盾客观性，正确对待矛盾,既要看到矛盾主要方面，又要看到矛盾次要方面,抓主要矛盾，抓中心，抓关键,0
"鲁迅在评《三国演义》时说："至于写人，亦颇有失，以致欲显刘备之长厚而似伪，状诸葛之多智而近妖。"这一评述所蕴含的哲理是（）",单选,B,要区分事物的两重性,要把握事物的度,对事物既要肯定，又要否定,要把事物看成一个整体,0
"老子说："治大国如烹小鲜"，也就是说要注意火候。这说明（）",单选,C,要不失时机地促成飞跃,要重视内因的作用,要坚持适度原则,要重视量的积累,0
"心诚则灵，心不诚则不灵"的说法是（）",单选,D,主张物质和意识具有统一性的辩证唯物主义观点,主张思想就是物质的庸俗唯物主义观点,认为世界是绝对性神外化的客观唯心主义观点,夸大了意识能动作用的唯心主义观点,0
"在自然科学和社会科学的认识中，意识往往出现"超前反映"，这里"超前反映"的意识主要是指（）",单选,C,意识活动的对象性,意识活动的选择性,在观念中建立理性客体,意识活动的自控性,0
人们所从事的政治活动、社会改革、社会革命都属于（）,单选,B,改造物质世界的生产实践,处理社会关系的实践,变革上层建筑的意识性活动,科学实验,0
马克思主义认为，世界的本原是（）,单选,A,物质,意识,实践,存在,0
"东北二人转"是一种非物质文化遗产。新中国成立后，艺术家们对"二人转"曲牌在内容上取其精华、去其糟粕，继承健康、幽默、风趣的优良传统，在形式上不断出新，伴奏乐器增加了扬琴、琵琶等，并兼用武场鼓、锣、钹综合艺术质量不断提高。这说明发展（）",单选,B,是物质运动的一种方式和属性,是对旧事物的辩证否定,是新出现的事物取代旧事物的过程,是事物状态乃至性质的改变,0
"深处种菱浅种稻，不深不浅种荷花"是清代阮元《吴兴杂诗》中的名句。这一名句给我们的哲学启示是（）",单选,D,要重视量的积累,要学会从整体上把握事物的联系,要善于分析事物的因果联系,要学会具体问题具体分析,0
"从一个较长的历史时期来说，改革会使人人受益"，但"改革不是一首田园诗，它伴随着眼泪和痛苦"。这两句话包含的哲学道理主要是（）",单选,B,量变是质变的前提和必要准备，质变是量变的必然结果,事物的发展是前进性和曲折性的统一,矛盾的主要方面规定事物的性质,矛盾的双方在一定条件下相互转化,0
"党的十六届三中全会强调，要"进一步推动国有资本更多地投向关系国家安全和国民经济命脉的重要行业和关键领域，增强国有经济的控制力"。之所以要增强国有经济的控制力，从哲学上讲是因为（）",单选,B,任何事物都是部分与整体的统一,事物的性质主要是由取得支配地位的矛盾的主要方面所规定的,内因是事物变化发展的根本原因,事物的发展是由弱到强、由低级到高级的运动过程,0
司马光看到小孩掉入水缸，不是按照常规让人脱离水，而是打破水缸，让水脱离人；数学家高斯做级数连加，不是一个个逐次累计，而是创造性地运用一种新的程序来计算。从哲学上看，他们解决问题的方法给我们的共同启示是（）,单选,A,分析问题、解决问题要有创新精神,想问题、办事情要善于抓住机遇,发挥主观能动性偶尔可以背离客观规律,只要充分发挥主观能动性，问题就能解决,0
划分唯物主义和唯心主义的唯一标准是（）,单选,C,对物质和意识有无同一性问题的不同回答,对物质本质的不同回答,对物质和意识何者为第一性问题的不同回答,对意识本质的不同回答,0
运动着的物质的存在形式是（）,单选,C,机械、物理、化学、生命、社会,实践和社会,时间和空间,液体、固体、气体、等离子体,0
近年来，减轻中小学生负担过重的话题，一直受到社会各界的重视。目前学生负担过重表现在：一是课程门类偏多，内容偏难；二是书本太多；三是作业多、补习多、办班多。这些都给中小学生的身心健康、智力发展造成严重损害。从辩证法角度看，造成中小学生负担过重的原因是（）,单选,B,忽视了量的积累,违背了适度原则,曲解了肯定与否定辩证关系,否认了物质的决定作用,0
"不少农民习惯"跟风种地"，去年市场什么农产品走俏，今年就种什么，结果往往事与愿违。"跟风种地"的失败，从哲学上看，是因为他们没有（）",单选,A,从变化发展着的实际出发,抓住事物的主要矛盾,坚持一分为二的原则,坚持普遍联系的原则,0
"物是感觉的复合，存在就是被感知"这是（）",单选,C,形而上学唯物主义观点,辩证唯物主义观点,主观唯心主义观点,客观唯心主义观点,0
"哲学理论上的"两个对子"指的是（）",单选,C,唯物主义与唯心主义，历史唯物主义与历史唯心主义,机械唯物主义与辩证唯物主义，形而上学与辩证法,唯物主义与唯心主义，形而上学与辩证法,唯物辩证法与唯心辩证法，唯物史观与唯心史观,0
我们要坚定不移地推进西部大开发战略，同时要认识到东西部的发展差距是由于一些复杂的历史和现实的客观原因造成的，要从根本上改变西部面貌，需要几代人长期艰苦努力，决不能一蹴而就。这是因为（）,单选,B,质变是量变的必然结果,没有一定的量变的积累，就不会有质变的发生,质变是量变的前提和基础,内因是事物变化发展的根据,0
"中国古代的"五行说"属于（）",单选,A,朴素唯物主义,机械唯物主义,辩证唯物主义,庸俗唯物主义,0
矛盾的特殊性要求我们（）,单选,C,实事求是地承认矛盾,大胆揭露、勇敢面对矛盾,科学分析主要和次要矛盾,平稳化解矛盾,0
农业的歉收既影响农民的收入和农业扩大再生产的规模，也影响工业原料的来源和工业产品的销售，从因果关系看，这是（）,单选,A,一因多果,一果多因,同因异果,同果异因,0
"福兮祸所伏，祸兮福所倚"这句话体现了（）",单选,B,折衷主义思想,朴素辩证法思想,诡辩论思想,二元论思想,0
客观唯心主义的极端形式是（）,单选,A,宿命论,古希腊的柏拉图哲学,中国宋代的程朱理学,近代德国的黑格尔哲学,0
辩证的否定是对旧事物的（）,单选,B,全盘否定,既有克服又有保留,变相肯定,在旧事物中增加新内容,0
假象和本质具有鲜明的对立，因此（）,单选,D,假象和本质没有必然联系,有些假象和本质没有必然联系,假象和本质只有偶然联系,假象和本质有必然联系,0
认识世界的根本方法是（）,单选,D,从抽象到具体法,归纳演绎法,分析综合法,矛盾分析法,0
意识的本质是 （）,单选,B,各种感觉的综合,人脑对客观存在的主观映像,人脑分泌的特殊物质,"绝对精神"的体现,0
下列活动中，属于最基本的实践活动的是 （）,单选,A,农民播种小麦,医生给病人做手术,法官审理案件,科学家进行化学实验,0
"看问题"只见树林，不见森林"，是 （）",单选,C,唯物辩证法的观点,客观唯心主义观点,形而上学观点,不可知论观点,0
"盛年不努力，老大徒伤悲"说的是（）",单选,D,时间的持续性,时间的间断性,时间的重复性,时间的一维性,0
"一切以条件、地点和时间为转移"，这是（）",单选,A,唯物辩证法的观点,取消了人的主观能动性的观点,夸大了客观条件作用的观点,机械唯物主义的观点,0
主观唯心主义的极端形式是（）,单选,A,唯我论,唯心论,唯理论,经验论,0
必然性和偶然性的关系是（）,单选,B,偶然性通过必然性表现出来, 必然性通过偶然性表现出来,必然性是偶然性的表现形式,必然性为偶然性开辟道路,0
"人们常说："前途是光明的，道路是曲折的"。这句话体现的最主要的辩证法原理是（）",单选,C,世界永恒发展的原理,事物普遍联系的原理,否定之否定规律,质量互变规律,0
我国古典小说《三国演义》写诸葛亮用木马车送粮，而不是用汽车；《西游记》中的孙悟空能做到七十二变，可就是变不出计算机。这说明（）,单选,C,人们的立场不同，所以认识就不同,古代文学家思想保守，不善于联想，想象力不够,意识的内容来自客观事物,人们的思想认识是发展变化的,0
"事物发展的"度"是指（）",单选,C,事物质变的关节点,事物质变的临界点,事物保持一定质的量的限度,事物保持一定量的限度
"六七十年代，山西省昔阳县大寨村遵循"以粮为纲"的思想，单纯追求粮食产量，在山坡上修建梯田，导致水土流失严重。近年来，大寨提出以林养土，以木蓄水，改善生态环境的思想，将坡度在30度以上的坡地全部退耕还林，使原来的荒山变了样，既增加了经济效益，又改善了生态环境。这一事实蕴含的哲理是：（）",单选,B,意识是人脑对客观事物的反映,社会意识对社会存在具有积极和消极两种作用,物质是第一性的，意识是第二性的,世界是客观存在的物质世界,0
人类意识产生过程中起决定作用的是（）,单选,A,生产劳动,语言的产生,物质文明的发展,人脑的形成
